site_id,site_name,country,data_hub,network,source_network,vegetation_type,first_year,last_year,latitude,longitude,download_link,download_mode,source,source_label,source_reason,source_priority,source_origin,object_id,file_name,direct_download_url,metadata_url,access_url,object_spec,project,coverage_start,coverage_end,production_end,citation
FI-Ken,Kenttarova,FI,ICOS,FLX,FLX,Evergreen Needleleaf Forests,2018,2020,67.98721,24.24301,https://data.icos-cp.eu/licence_accept?ids=%5B%2297Q4uBldBI-ZbOXMIwJ09vI_%22%5D&fileName=FLX_FI-Ken_FLUXNET2015_FULLSET_2018-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,97Q4uBldBI-ZbOXMIwJ09vI_,FLX_FI-Ken_FLUXNET2015_FULLSET_2018-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%2297Q4uBldBI-ZbOXMIwJ09vI_%22%5D&fileName=FLX_FI-Ken_FLUXNET2015_FULLSET_2018-2020_beta-3.zip,https://meta.icos-cp.eu/objects/97Q4uBldBI-ZbOXMIwJ09vI_,https://data.icos-cp.eu/objects/97Q4uBldBI-ZbOXMIwJ09vI_,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2018-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:40:33.251877Z,"Aurela, M., Laurila, T., Lohila, A., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Kenttarova. https://doi.org/10.18160/W8QV-2Z04"
FI-Let,Lettosuo,FI,ICOS,FLX,FLX,Evergreen Needleleaf Forests,2009,2020,60.64183,23.95952,https://data.icos-cp.eu/licence_accept?ids=%5B%22yeLwO-pGSO9injJBUHYC5O6U%22%5D&fileName=FLX_FI-Let_FLUXNET2015_FULLSET_2009-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,yeLwO-pGSO9injJBUHYC5O6U,FLX_FI-Let_FLUXNET2015_FULLSET_2009-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22yeLwO-pGSO9injJBUHYC5O6U%22%5D&fileName=FLX_FI-Let_FLUXNET2015_FULLSET_2009-2020_beta-3.zip,https://meta.icos-cp.eu/objects/yeLwO-pGSO9injJBUHYC5O6U,https://data.icos-cp.eu/objects/yeLwO-pGSO9injJBUHYC5O6U,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2009-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:40:41.573221Z,"Korkiakoski, M., Lohila, A., Laurila, T., Tuovinen, J.-P., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Lettosup. https://doi.org/10.18160/3H0F-M9SE"
FI-Qvd,Qvidja,FI,ICOS,FLX,FLX,Croplands,2018,2020,60.295242,22.391607,https://data.icos-cp.eu/licence_accept?ids=%5B%22jyXAQxa1W0AJKsbcNjRSVEVw%22%5D&fileName=FLX_FI-Qvd_FLUXNET2015_FULLSET_2018-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,jyXAQxa1W0AJKsbcNjRSVEVw,FLX_FI-Qvd_FLUXNET2015_FULLSET_2018-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22jyXAQxa1W0AJKsbcNjRSVEVw%22%5D&fileName=FLX_FI-Qvd_FLUXNET2015_FULLSET_2018-2020_beta-3.zip,https://meta.icos-cp.eu/objects/jyXAQxa1W0AJKsbcNjRSVEVw,https://data.icos-cp.eu/objects/jyXAQxa1W0AJKsbcNjRSVEVw,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2018-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:40:44.304513Z,"Heimsch, L., Lohila, A., Kulmala, L., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Qvidja. https://doi.org/10.18160/T08C-4J0P"
FI-Sii,Siikaneva,FI,ICOS,FLX,FLX,Permanent Wetlands,2016,2020,61.83265,24.19285,https://data.icos-cp.eu/licence_accept?ids=%5B%22MbStB_hwtaAPl42T5vW4TnVW%22%5D&fileName=FLX_FI-Sii_FLUXNET2015_FULLSET_2016-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,MbStB_hwtaAPl42T5vW4TnVW,FLX_FI-Sii_FLUXNET2015_FULLSET_2016-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22MbStB_hwtaAPl42T5vW4TnVW%22%5D&fileName=FLX_FI-Sii_FLUXNET2015_FULLSET_2016-2020_beta-3.zip,https://meta.icos-cp.eu/objects/MbStB_hwtaAPl42T5vW4TnVW,https://data.icos-cp.eu/objects/MbStB_hwtaAPl42T5vW4TnVW,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2016-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:40:54.674765Z,"Alekseychik, P., Kolari, P., Peltola, O., Tuittila, E.-S., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Siikaneva. https://doi.org/10.18160/7V27-CH6X"
FI-Var,Varrio,FI,ICOS,FLX,FLX,Evergreen Needleleaf Forests,2016,2020,67.7549,29.61,https://data.icos-cp.eu/licence_accept?ids=%5B%22vv4AI_swzR0RA_O44r7ivHGF%22%5D&fileName=FLX_FI-Var_FLUXNET2015_FULLSET_2016-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,vv4AI_swzR0RA_O44r7ivHGF,FLX_FI-Var_FLUXNET2015_FULLSET_2016-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22vv4AI_swzR0RA_O44r7ivHGF%22%5D&fileName=FLX_FI-Var_FLUXNET2015_FULLSET_2016-2020_beta-3.zip,https://meta.icos-cp.eu/objects/vv4AI_swzR0RA_O44r7ivHGF,https://data.icos-cp.eu/objects/vv4AI_swzR0RA_O44r7ivHGF,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2016-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:41:02.880988Z,"Kolari, P., Sahoo, G., Peltola, O., Keronen, P., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Varrio. https://doi.org/10.18160/0WR7-EQDP"
FR-Aur,Aurade,FR,ICOS,FLX,FLX,Croplands,2005,2020,43.54965,1.106103,https://data.icos-cp.eu/licence_accept?ids=%5B%22PcGjrGMzcBDAg1YXNa4oUjC8%22%5D&fileName=FLX_FR-Aur_FLUXNET2015_FULLSET_2005-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,PcGjrGMzcBDAg1YXNa4oUjC8,FLX_FR-Aur_FLUXNET2015_FULLSET_2005-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22PcGjrGMzcBDAg1YXNa4oUjC8%22%5D&fileName=FLX_FR-Aur_FLUXNET2015_FULLSET_2005-2020_beta-3.zip,https://meta.icos-cp.eu/objects/PcGjrGMzcBDAg1YXNa4oUjC8,https://data.icos-cp.eu/objects/PcGjrGMzcBDAg1YXNa4oUjC8,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2005-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:41:07.646044Z,"Ceschia, E., Tallec, T., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Aurade. https://doi.org/10.18160/BGS5-0X3J"
FR-Bil,Bilos,FR,ICOS,FLX,FLX,Evergreen Needleleaf Forests,2014,2020,44.493652,-0.956092,https://data.icos-cp.eu/licence_accept?ids=%5B%229TbbJgk29oNc2pyEZtvgAF5a%22%5D&fileName=FLX_FR-Bil_FLUXNET2015_FULLSET_2014-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,9TbbJgk29oNc2pyEZtvgAF5a,FLX_FR-Bil_FLUXNET2015_FULLSET_2014-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%229TbbJgk29oNc2pyEZtvgAF5a%22%5D&fileName=FLX_FR-Bil_FLUXNET2015_FULLSET_2014-2020_beta-3.zip,https://meta.icos-cp.eu/objects/9TbbJgk29oNc2pyEZtvgAF5a,https://data.icos-cp.eu/objects/9TbbJgk29oNc2pyEZtvgAF5a,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2014-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:41:10.510411Z,"Loustau, D., Chipeaux, C., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Bilos. https://doi.org/10.18160/MSRT-T1YA"
FR-EM2,Estrees-Mons A28,FR,ICOS,FLX,FLX,Croplands,2017,2018,49.87211,3.02065,https://data.icos-cp.eu/licence_accept?ids=%5B%22IvCQ_f10codSfwnz_x5upKLR%22%5D&fileName=FLX_FR-EM2_FLUXNET2015_FULLSET_2017-2018_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,IvCQ_f10codSfwnz_x5upKLR,FLX_FR-EM2_FLUXNET2015_FULLSET_2017-2018_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22IvCQ_f10codSfwnz_x5upKLR%22%5D&fileName=FLX_FR-EM2_FLUXNET2015_FULLSET_2017-2018_beta-3.zip,https://meta.icos-cp.eu/objects/IvCQ_f10codSfwnz_x5upKLR,https://data.icos-cp.eu/objects/IvCQ_f10codSfwnz_x5upKLR,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2017-01-01T00:00:00Z,2019-01-01T00:00:00Z,2019-07-08T11:37:16.768Z,"ICOS Ecosystem Thematic Centre, Estrees-Mons A28, 2019. Drought-2018 ecosystem eddy covariance flux product from Estrees-Mons A28. https://doi.org/10.18160/HC1V-8VKJ"
FR-FBn,Font-Blanche,FR,ICOS,FLX,FLX,Evergreen Needleleaf Forests,2008,2020,43.24079,5.67865,https://data.icos-cp.eu/licence_accept?ids=%5B%22ODQzjQxrSmJI1BDRAlfZcqE6%22%5D&fileName=FLX_FR-FBn_FLUXNET2015_FULLSET_2008-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,ODQzjQxrSmJI1BDRAlfZcqE6,FLX_FR-FBn_FLUXNET2015_FULLSET_2008-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22ODQzjQxrSmJI1BDRAlfZcqE6%22%5D&fileName=FLX_FR-FBn_FLUXNET2015_FULLSET_2008-2020_beta-3.zip,https://meta.icos-cp.eu/objects/ODQzjQxrSmJI1BDRAlfZcqE6,https://data.icos-cp.eu/objects/ODQzjQxrSmJI1BDRAlfZcqE6,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2008-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:41:14.238677Z,"Simioni, G., Marloie, O., Guibal, F., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Font-Blanche. https://doi.org/10.18160/KGN6-K1CX"
FR-Fon,Fontainebleau-Barbeau,FR,ICOS,FLX,FLX,Deciduous Broadleaf Forests,2005,2020,48.476357,2.780096,https://data.icos-cp.eu/licence_accept?ids=%5B%22wEkQAxJYVZmr-NQHAVbUWGmM%22%5D&fileName=FLX_FR-Fon_FLUXNET2015_FULLSET_2005-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,wEkQAxJYVZmr-NQHAVbUWGmM,FLX_FR-Fon_FLUXNET2015_FULLSET_2005-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22wEkQAxJYVZmr-NQHAVbUWGmM%22%5D&fileName=FLX_FR-Fon_FLUXNET2015_FULLSET_2005-2020_beta-3.zip,https://meta.icos-cp.eu/objects/wEkQAxJYVZmr-NQHAVbUWGmM,https://data.icos-cp.eu/objects/wEkQAxJYVZmr-NQHAVbUWGmM,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2005-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:41:18.135508Z,"Dufrêne, E., Berveiller, D., Delpierre, N., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Fontainebleau-Barbeau. https://doi.org/10.18160/X1J0-H684"
FR-Gri,Grignon,FR,ICOS,FLX,FLX,Croplands,2004,2020,48.84422,1.95191,https://data.icos-cp.eu/licence_accept?ids=%5B%22huIG1mpj1r-HKNNv0CGmUuuR%22%5D&fileName=FLX_FR-Gri_FLUXNET2015_FULLSET_2004-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,huIG1mpj1r-HKNNv0CGmUuuR,FLX_FR-Gri_FLUXNET2015_FULLSET_2004-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22huIG1mpj1r-HKNNv0CGmUuuR%22%5D&fileName=FLX_FR-Gri_FLUXNET2015_FULLSET_2004-2020_beta-3.zip,https://meta.icos-cp.eu/objects/huIG1mpj1r-HKNNv0CGmUuuR,https://data.icos-cp.eu/objects/huIG1mpj1r-HKNNv0CGmUuuR,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2004-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:41:23.648437Z,"Loubet, B., Buysse, P., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Grignon. https://doi.org/10.18160/8XJC-HT7V"
FR-Hes,Hesse,FR,ICOS,FLX,FLX,Deciduous Broadleaf Forests,2014,2020,48.6741,7.06465,https://data.icos-cp.eu/licence_accept?ids=%5B%22KXggvEeI1HvTU3VHnPn7Z6un%22%5D&fileName=FLX_FR-Hes_FLUXNET2015_FULLSET_2014-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,KXggvEeI1HvTU3VHnPn7Z6un,FLX_FR-Hes_FLUXNET2015_FULLSET_2014-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22KXggvEeI1HvTU3VHnPn7Z6un%22%5D&fileName=FLX_FR-Hes_FLUXNET2015_FULLSET_2014-2020_beta-3.zip,https://meta.icos-cp.eu/objects/KXggvEeI1HvTU3VHnPn7Z6un,https://data.icos-cp.eu/objects/KXggvEeI1HvTU3VHnPn7Z6un,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2014-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:41:28.097237Z,"Cuntz, M., Longdoz, B., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Hesse. https://doi.org/10.18160/GFQX-22T7"
FR-LGt,La Guette,FR,ICOS,FLX,FLX,Permanent Wetlands,2017,2020,47.322918,2.284102,https://data.icos-cp.eu/licence_accept?ids=%5B%22pBuLUTL16-mmYzYrsQXCsZGI%22%5D&fileName=FLX_FR-LGt_FLUXNET2015_FULLSET_2017-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,pBuLUTL16-mmYzYrsQXCsZGI,FLX_FR-LGt_FLUXNET2015_FULLSET_2017-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22pBuLUTL16-mmYzYrsQXCsZGI%22%5D&fileName=FLX_FR-LGt_FLUXNET2015_FULLSET_2017-2020_beta-3.zip,https://meta.icos-cp.eu/objects/pBuLUTL16-mmYzYrsQXCsZGI,https://data.icos-cp.eu/objects/pBuLUTL16-mmYzYrsQXCsZGI,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2017-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:41:35.125023Z,"Gogo, S., Jacotot, A., Laggoun, F., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from La Guette. https://doi.org/10.18160/C2VY-5R8V"
FR-Lam,Lamasquere,FR,ICOS,FLX,FLX,Croplands,2005,2020,43.496437,1.237878,https://data.icos-cp.eu/licence_accept?ids=%5B%22-4TMRFcN7N-iM4cR3MDSbeq0%22%5D&fileName=FLX_FR-Lam_FLUXNET2015_FULLSET_2005-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,-4TMRFcN7N-iM4cR3MDSbeq0,FLX_FR-Lam_FLUXNET2015_FULLSET_2005-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22-4TMRFcN7N-iM4cR3MDSbeq0%22%5D&fileName=FLX_FR-Lam_FLUXNET2015_FULLSET_2005-2020_beta-3.zip,https://meta.icos-cp.eu/objects/-4TMRFcN7N-iM4cR3MDSbeq0,https://data.icos-cp.eu/objects/-4TMRFcN7N-iM4cR3MDSbeq0,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2005-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:41:32.151343Z,"Brut, A., Tallec, T., Ceschia, E., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Lamasquere. https://doi.org/10.18160/D86P-B2W5"
FR-Tou,Toulouse,FR,ICOS,FLX,FLX,Grasslands,2018,2020,43.572857,1.37474,https://data.icos-cp.eu/licence_accept?ids=%5B%22UEIqCKle2Xb18_eKPcYb-ZMQ%22%5D&fileName=FLX_FR-Tou_FLUXNET2015_FULLSET_2018-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,UEIqCKle2Xb18_eKPcYb-ZMQ,FLX_FR-Tou_FLUXNET2015_FULLSET_2018-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22UEIqCKle2Xb18_eKPcYb-ZMQ%22%5D&fileName=FLX_FR-Tou_FLUXNET2015_FULLSET_2018-2020_beta-3.zip,https://meta.icos-cp.eu/objects/UEIqCKle2Xb18_eKPcYb-ZMQ,https://data.icos-cp.eu/objects/UEIqCKle2Xb18_eKPcYb-ZMQ,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2018-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:41:38.344851Z,"Calvet, J.-C., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Toulouse. https://doi.org/10.18160/6KQG-97TD"
GF-Guy,Guyaflux,GF,ICOS,FLX,FLX,Evergreen Broadleaf Forests,2004,2020,5.2787,-52.9248,https://data.icos-cp.eu/licence_accept?ids=%5B%22a5GK4dWHrmGQRdlXV-NKQltv%22%5D&fileName=FLX_GF-Guy_FLUXNET2015_FULLSET_2004-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,a5GK4dWHrmGQRdlXV-NKQltv,FLX_GF-Guy_FLUXNET2015_FULLSET_2004-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22a5GK4dWHrmGQRdlXV-NKQltv%22%5D&fileName=FLX_GF-Guy_FLUXNET2015_FULLSET_2004-2020_beta-3.zip,https://meta.icos-cp.eu/objects/a5GK4dWHrmGQRdlXV-NKQltv,https://data.icos-cp.eu/objects/a5GK4dWHrmGQRdlXV-NKQltv,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2004-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:41:42.028988Z,"Bonal, D., Burban, B., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Guyaflux. https://doi.org/10.18160/BMST-X8NQ"
GL-Dsk,Disko,GL,ICOS,FLX,FLX,Open Shrublands,2020,2020,69.25349,-53.51413,https://data.icos-cp.eu/licence_accept?ids=%5B%22mq0SkKSQMBk6ZP-0xaOCEeax%22%5D&fileName=FLX_GL-Dsk_FLUXNET2015_FULLSET_2020-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,mq0SkKSQMBk6ZP-0xaOCEeax,FLX_GL-Dsk_FLUXNET2015_FULLSET_2020-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22mq0SkKSQMBk6ZP-0xaOCEeax%22%5D&fileName=FLX_GL-Dsk_FLUXNET2015_FULLSET_2020-2020_beta-3.zip,https://meta.icos-cp.eu/objects/mq0SkKSQMBk6ZP-0xaOCEeax,https://data.icos-cp.eu/objects/mq0SkKSQMBk6ZP-0xaOCEeax,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2020-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:41:44.600892Z,"Friborg, T., Sigsgaard, C., Elberling, B., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Disko. https://doi.org/10.18160/BXGX-T22P"
IE-Cra,Clara Raised Bog,IE,ICOS,FLX,FLX,Permanent Wetlands,2020,2020,53.32308,-7.64177,https://data.icos-cp.eu/licence_accept?ids=%5B%22CrYHN-JxG96WzA6oid09bTBf%22%5D&fileName=FLX_IE-Cra_FLUXNET2015_FULLSET_2020-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,CrYHN-JxG96WzA6oid09bTBf,FLX_IE-Cra_FLUXNET2015_FULLSET_2020-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22CrYHN-JxG96WzA6oid09bTBf%22%5D&fileName=FLX_IE-Cra_FLUXNET2015_FULLSET_2020-2020_beta-3.zip,https://meta.icos-cp.eu/objects/CrYHN-JxG96WzA6oid09bTBf,https://data.icos-cp.eu/objects/CrYHN-JxG96WzA6oid09bTBf,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2020-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:41:47.103794Z,"Saunders, M., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Clara. https://doi.org/10.18160/4EEY-EZSZ"
IL-Yat,Yatir,IL,ICOS,FLX,FLX,Evergreen Needleleaf Forests,2000,2020,31.345045,35.051987,https://data.icos-cp.eu/licence_accept?ids=%5B%2253qn4laROOqSBKxCOn5rrzeP%22%5D&fileName=FLX_IL-Yat_FLUXNET2015_FULLSET_2000-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,53qn4laROOqSBKxCOn5rrzeP,FLX_IL-Yat_FLUXNET2015_FULLSET_2000-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%2253qn4laROOqSBKxCOn5rrzeP%22%5D&fileName=FLX_IL-Yat_FLUXNET2015_FULLSET_2000-2020_beta-3.zip,https://meta.icos-cp.eu/objects/53qn4laROOqSBKxCOn5rrzeP,https://data.icos-cp.eu/objects/53qn4laROOqSBKxCOn5rrzeP,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2000-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:41:52.191754Z,"Yakir, D., Muller, J., Schwartz, E., Rotenberg, E., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Yatir. https://doi.org/10.18160/MAGT-CWRW"
IT-BCi,Borgo Cioffi,IT,ICOS,FLX,FLX,Croplands,2004,2020,40.52375,14.957444,https://data.icos-cp.eu/licence_accept?ids=%5B%22ItMjdK8gpDRCkYo0o_Zfwj4B%22%5D&fileName=FLX_IT-BCi_FLUXNET2015_FULLSET_2004-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,ItMjdK8gpDRCkYo0o_Zfwj4B,FLX_IT-BCi_FLUXNET2015_FULLSET_2004-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22ItMjdK8gpDRCkYo0o_Zfwj4B%22%5D&fileName=FLX_IT-BCi_FLUXNET2015_FULLSET_2004-2020_beta-3.zip,https://meta.icos-cp.eu/objects/ItMjdK8gpDRCkYo0o_Zfwj4B,https://data.icos-cp.eu/objects/ItMjdK8gpDRCkYo0o_Zfwj4B,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2004-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:41:57.329092Z,"Magliulo, vincenzo, di tommasi, paul, famulari, daniela, vitale, luca, ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Borgo Cioffi. https://doi.org/10.18160/D04G-HQB2"
